GRID_ID,N_Green,N_Grocery,N_Pharmacy,N_Transport
AN-87,AI-80,AJ-87,BQ-70,AT-78
AF-86,AG-80,AJ-86,L-66,AK-76
AH-86,AG-80,AJ-86,L-66,AK-76
AF-85,AG-80,AJ-86,L-66,AK-76
AG-85,AG-80,AJ-86,L-66,AK-76
AH-85,AG-80,AJ-86,L-66,AK-76
AI-85,AI-80,AJ-86,L-66,AK-76
AJ-85,AI-80,AJ-86,L-66,AK-76
AK-85,AI-80,AJ-86,L-66,AK-76
AL-85,AI-80,AJ-86,L-66,AK-76
AM-85,AI-80,AJ-86,BQ-70,AM-76
AN-85,AI-80,AJ-86,BQ-70,AS-77
AE-84,AG-80,AJ-86,L-66,AE-75
AF-84,AG-80,AJ-86,L-66,AK-76
AG-84,AG-80,AJ-86,L-66,AK-76
AH-84,AG-80,AJ-86,L-66,AK-76
AI-84,AI-80,AJ-86,L-66,AK-76
AJ-84,AI-80,AJ-86,L-66,AK-76
AK-84,AI-80,AJ-86,L-66,AK-76
AL-84,AI-80,AJ-86,L-66,AK-76
AM-84,AI-80,AJ-86,BQ-70,AM-76
AN-84,AI-80,AJ-86,BQ-70,AO-76
AP-84,AL-78,AN-80,BQ-70,AT-78
AE-83,AG-80,AJ-86,L-66,AE-75
AF-83,AG-80,AJ-86,L-66,AE-75
AG-83,AG-80,AJ-86,L-66,AK-76
AH-83,AG-80,AJ-86,L-66,AK-76
AI-83,AI-80,AJ-86,L-66,AK-76
AJ-83,AI-80,AJ-86,L-66,AK-76
AK-83,AI-80,AJ-86,L-66,AK-76
AL-83,AI-80,AJ-86,L-66,AK-76
AM-83,AI-80,AJ-86,BQ-70,AM-76
AN-83,AI-80,AN-80,BQ-70,AO-76
AA-82,AG-80,AC-78,L-66,AE-75
AG-82,AG-80,AG-78,L-66,AK-76
AM-82,AI-80,AN-80,BQ-70,AM-76
AN-82,AL-78,AN-80,BQ-70,AO-76
AP-82,AL-78,AN-80,BQ-70,AS-77
BD-82,BD-77,BB-76,BQ-70,BD-79
Z-81,W-76,AC-78,L-66,AE-75
AB-81,AG-80,AC-78,L-66,AE-75
AD-81,AG-80,AC-78,L-66,AE-75
AJ-81,AI-80,AH-78,L-66,AK-76
AL-81,AI-80,AN-80,L-66,AK-76
AN-81,AL-78,AN-80,BQ-70,AO-76
AO-81,AL-78,AN-80,BQ-70,AO-76
AP-81,AL-78,AN-80,BQ-70,AS-77
AQ-81,AL-78,AN-80,BQ-70,AT-78
AR-81,AL-78,AN-80,BQ-70,AT-78
BP-81,BP-74,BT-77,BQ-70,BL-80
BZ-81,CA-76,BT-77,BQ-70,BL-80
T-80,W-76,T-78,L-66,AE-75
V-80,W-76,T-78,L-66,AE-75
W-80,W-76,T-78,L-66,AE-75
X-80,W-76,T-78,L-66,AE-75
Z-80,W-76,AC-78,L-66,AE-75
AA-80,AG-80,AC-78,L-66,AE-75
AB-80,AG-80,AC-78,L-66,AE-75
AC-80,AG-80,AC-78,L-66,AE-75
AD-80,AG-80,AC-78,L-66,AE-75
AE-80,AG-80,AC-78,L-66,AE-75
AJ-80,AI-80,AH-78,L-66,AK-76
AK-80,AI-80,AN-80,L-66,AK-76
AL-80,AL-78,AN-80,L-66,AK-76
AM-80,AL-78,AN-80,L-66,AM-76
AO-80,AL-78,AN-80,BQ-70,AO-76
AP-80,AL-78,AN-80,BQ-70,AR-77
AQ-80,AL-78,AN-80,BQ-70,AS-77
AR-80,AL-78,AN-80,BQ-70,AT-78
AS-80,AU-74,AN-80,BQ-70,AT-78
AT-80,AU-74,AN-80,BQ-70,AT-78
BD-80,BD-77,BB-76,BQ-70,BD-79
BI-80,BD-77,BL-74,BQ-70,BL-80
BJ-80,BD-77,BL-74,BQ-70,BL-80
BM-80,BP-74,BR-76,BQ-70,BL-80
BZ-80,CA-76,BT-77,BQ-70,BL-80
R-79,V-76,T-78,L-66,AE-75
S-79,V-76,T-78,L-66,AE-75
T-79,V-76,T-78,L-66,AE-75
V-79,W-76,T-78,L-66,AE-75
W-79,W-76,T-78,L-66,AE-75
X-79,W-76,T-78,L-66,AE-75
AA-79,W-76,AC-78,L-66,AE-75
AB-79,AG-79,AC-78,L-66,AE-75
AC-79,AG-79,AC-78,L-66,AE-75
AD-79,AG-79,AC-78,L-66,AE-75
AE-79,AG-79,AC-78,L-66,AE-75
AH-79,AG-79,AG-78,L-66,AK-76
AI-79,AI-80,AH-78,L-66,AK-76
AJ-79,AI-80,AH-78,L-66,AK-76
AK-79,AL-78,AN-80,L-66,AK-76
AL-79,AL-78,AN-80,L-66,AK-76
AM-79,AL-78,AN-80,L-66,AM-76
AN-79,AL-78,AN-80,BQ-70,AO-76
AO-79,AL-78,AN-80,BQ-70,AO-76
AP-79,AL-78,AN-80,BQ-70,AR-77
AQ-79,AL-78,AN-80,BQ-70,AS-77
AR-79,AR-74,AN-80,BQ-70,AS-77
AS-79,AU-74,AN-80,BQ-70,AT-78
AT-79,AU-74,AV-75,BQ-70,AT-78
BC-79,BD-77,BB-76,BQ-70,BD-79
BE-79,BD-77,BB-76,BQ-70,BD-79
BO-79,BP-74,BR-76,BQ-70,BL-80
BX-79,BZ-76,BT-77,BQ-70,BL-80
N-78,K-72,K-77,L-66,AE-75
R-78,V-76,T-78,L-66,AE-75
S-78,V-76,T-78,L-66,AE-75
V-78,W-76,T-78,L-66,AE-75
W-78,W-76,T-78,L-66,AE-75
X-78,W-76,T-78,L-66,AE-75
Y-78,W-76,AC-78,L-66,AE-75
AA-78,W-76,AC-78,L-66,AE-75
AB-78,W-76,AC-78,L-66,AE-75
AD-78,AG-79,AC-78,L-66,AE-75
AE-78,AG-79,AG-78,L-66,AE-75
AF-78,AG-79,AG-78,L-66,AE-75
AI-78,AI-80,AH-78,L-66,AK-76
AJ-78,AL-78,AH-78,L-66,AK-76
AK-78,AL-78,AH-78,L-66,AK-76
AM-78,AL-78,AN-80,L-66,AM-76
AN-78,AL-78,AN-80,BQ-70,AO-76
AO-78,AL-78,AN-80,BQ-70,AO-76
AP-78,AL-78,AN-80,BQ-70,AO-76
AQ-78,AL-78,AN-80,BQ-70,AR-77
AR-78,AR-74,AN-80,BQ-70,AR-77
AS-78,AU-74,AV-75,BQ-70,AT-78
BT-78,BP-74,BT-77,BQ-70,BL-80
BV-78,BZ-76,BT-77,BQ-70,BL-80
BW-78,BZ-76,BT-77,BQ-70,BL-80
BX-78,BZ-76,BT-77,BQ-70,BL-80
BY-78,CA-76,BT-77,BQ-70,BL-80
BZ-78,CA-76,BT-77,BQ-70,BL-80
L-77,K-72,K-77,L-66,AE-75
M-77,K-72,K-77,L-66,AE-75
N-77,K-72,L-76,L-66,AE-75
P-77,V-76,Q-75,L-66,AE-75
Q-77,V-76,Q-75,L-66,AE-75
R-77,V-76,Q-75,L-66,AE-75
S-77,V-76,T-78,L-66,AE-75
T-77,V-76,T-78,L-66,AE-75
U-77,V-76,T-78,L-66,AE-75
V-77,W-76,T-78,L-66,AE-75
Y-77,W-76,W-74,L-66,AE-75
AA-77,W-76,AC-78,L-66,AE-75
AB-77,W-76,AC-78,L-66,AE-75
AC-77,AG-79,AC-78,L-66,AE-75
AD-77,AG-79,AC-78,L-66,AE-75
AE-77,AG-79,AG-77,L-66,AE-75
AF-77,AG-79,AG-77,L-66,AE-75
AH-77,AG-79,AH-78,L-66,AK-76
AI-77,AG-79,AH-78,L-66,AK-76
AJ-77,AL-78,AH-78,L-66,AK-76
AK-77,AL-78,AH-78,L-66,AK-76
AL-77,AL-78,AN-80,L-66,AK-76
AM-77,AL-78,AN-80,L-66,AM-76
AN-77,AL-78,AN-80,BQ-70,AM-76
AO-77,AL-78,AN-80,BQ-70,AO-76
AZ-77,AX-74,BB-76,BQ-70,BD-79
BB-77,BD-77,BB-76,BQ-70,BD-79
BC-77,BD-77,BB-76,BQ-70,BD-79
BU-77,BX-74,BT-77,BQ-70,BL-80
BV-77,BX-74,BT-77,BQ-70,BL-80
BW-77,BZ-76,BT-77,BQ-70,BL-80
BX-77,BZ-76,BT-77,BQ-70,BL-80
BY-77,BZ-76,BT-77,BQ-70,BL-80
BZ-77,CA-76,BT-77,BQ-70,BL-80
M-76,K-72,L-76,L-66,AE-75
N-76,L-72,L-76,L-66,AE-75
O-76,L-72,Q-75,L-66,AE-75
P-76,V-76,Q-75,L-66,AE-75
Q-76,V-76,Q-75,L-66,AE-75
R-76,V-76,Q-75,L-66,AE-75
S-76,V-76,R-75,L-66,AE-75
T-76,V-76,T-78,L-66,AE-75
U-76,V-76,T-78,L-66,AE-75
X-76,W-76,W-74,L-66,AE-75
Y-76,W-76,W-74,L-66,AE-75
Z-76,W-75,W-74,L-66,AE-75
AA-76,W-76,AC-78,L-66,AE-75
AB-76,W-75,AC-78,L-66,AE-75
AC-76,AG-79,AC-78,L-66,AE-75
AD-76,AG-79,AC-78,L-66,AE-75
AE-76,AG-79,AG-77,L-66,AE-75
AF-76,AG-79,AG-77,L-66,AE-75
AG-76,AG-79,AG-77,L-66,AE-75
AI-76,AL-78,AH-78,L-66,AK-76
AZ-76,AY-73,BB-76,BQ-70,AU-77
BA-76,BD-77,BB-76,BQ-70,BD-79
BC-76,BD-77,BB-76,BQ-70,BD-79
BD-76,BD-77,BB-76,BQ-70,BD-79
BH-76,BD-77,BL-74,BQ-70,BD-79
BI-76,BD-77,BL-74,BQ-70,BL-80
BL-76,BP-74,BL-74,BQ-70,BL-80
BM-76,BP-74,BL-74,BQ-70,BL-80
BQ-76,BP-74,BR-76,BQ-70,BL-80
BS-76,BP-74,BT-77,BQ-70,BL-80
BT-76,BP-74,BT-77,BQ-70,BL-80
BU-76,BX-74,BT-77,BQ-70,BL-80
BV-76,BX-74,BT-77,BQ-70,BL-80
BW-76,BZ-76,BT-77,BQ-70,BL-80
BX-76,BZ-76,BT-77,BQ-70,BL-80
BY-76,BZ-76,BT-77,BQ-70,BL-80
L-75,K-72,L-76,L-66,AE-75
M-75,K-72,L-76,L-66,AE-75
N-75,L-72,L-76,L-66,AE-75
O-75,L-72,Q-75,L-66,AE-75
S-75,V-76,R-75,L-66,AE-75
T-75,V-75,R-75,L-66,AE-75
U-75,V-76,V-74,L-66,AE-75
X-75,W-75,W-74,L-66,AE-75
Y-75,W-75,W-74,L-66,AE-75
Z-75,W-75,W-74,L-66,AE-75
AA-75,W-75,AC-78,L-66,AE-75
AB-75,W-75,AC-78,L-66,AE-75
AC-75,W-75,AC-78,L-66,AE-75
AD-75,AG-71,AG-77,L-66,AE-75
AY-75,AX-74,BB-76,BQ-70,AU-77
AZ-75,AY-73,BB-76,BQ-70,AU-77
BA-75,AY-73,BB-76,BQ-70,BD-79
BB-75,BB-73,BB-76,BQ-70,BD-79
BC-75,BD-77,BB-76,BQ-70,BD-79
BD-75,BD-77,BB-76,BQ-70,BD-79
BE-75,BD-77,BB-76,BQ-70,BD-79
BF-75,BD-77,BB-76,BQ-70,BD-79
BK-75,BI-71,BL-74,BQ-70,BL-80
BL-75,BP-74,BL-74,BQ-70,BL-80
BM-75,BP-74,BL-74,BQ-70,BL-80
BP-75,BP-74,BN-74,BQ-70,BL-80
BQ-75,BP-74,BR-76,BQ-70,BL-80
BR-75,BP-74,BR-76,BQ-70,BL-80
BS-75,BP-74,BR-76,BQ-70,BL-80
BT-75,BW-72,BR-76,BQ-70,BL-80
BU-75,BX-74,BT-77,BQ-70,BL-80
BV-75,BX-74,BT-77,BQ-70,BL-80
BW-75,BX-74,BT-77,BQ-70,BL-80
BX-75,BY-74,BT-77,BQ-70,BL-80
BY-75,BZ-76,BT-77,BQ-70,BL-80
J-74,K-72,K-76,L-66,AE-75
K-74,K-72,L-76,L-66,AE-75
L-74,K-72,L-76,L-66,AE-75
M-74,L-72,L-76,L-66,AE-75
N-74,L-72,M-71,L-66,AE-75
O-74,L-72,Q-74,L-66,AE-75
P-74,L-72,Q-74,L-66,AE-75
R-74,V-75,R-75,L-66,AE-75
S-74,V-75,R-75,L-66,AE-75
T-74,V-75,T-73,L-66,AE-75
U-74,V-75,V-74,L-66,AE-75
X-74,W-75,W-74,L-66,AE-75
Y-74,W-75,W-74,L-66,AE-75
Z-74,W-75,W-74,L-66,AE-75
AA-74,W-75,W-74,L-66,AE-75
AB-74,W-75,AD-71,L-66,AE-75
AC-74,AG-71,AD-71,L-66,AE-75
AD-74,AG-71,AD-71,L-66,AE-75
AL-74,AJ-72,AL-72,L-66,AK-75
AN-74,AQ-73,AL-72,BQ-70,AN-76
AO-74,AQ-73,AL-72,BQ-70,AN-76
AP-74,AQ-73,AL-72,BQ-70,AO-76
AY-74,AX-74,AV-75,BQ-70,AU-77
BE-74,BD-77,BB-76,BQ-70,BD-79
BF-74,BF-71,BB-76,BQ-70,BD-79
BG-74,BI-71,BL-74,BQ-70,BD-79
BH-74,BI-71,BL-74,BQ-70,BD-79
BI-74,BI-71,BL-74,BQ-70,BL-80
BJ-74,BI-71,BL-74,BQ-70,BL-80
BM-74,BP-74,BL-74,BQ-70,BL-80
BO-74,BP-74,BN-74,BQ-70,BL-80
BQ-74,BP-74,BR-76,BQ-70,BL-80
BR-74,BP-74,BR-76,BQ-70,BL-80
BS-74,BP-74,BR-76,BQ-70,BL-80
BT-74,BW-72,BR-76,BQ-70,BL-80
BU-74,BX-74,BT-77,BQ-70,BL-80
BV-74,BX-74,BT-77,BQ-70,BL-80
BW-74,BX-74,BT-77,BQ-70,BL-80
I-73,K-72,K-76,L-66,AE-75
J-73,K-72,L-71,L-66,AE-75
K-73,K-72,L-76,L-66,AE-75
M-73,L-72,M-71,L-66,AE-75
N-73,L-72,M-71,L-66,AE-75
O-73,L-72,Q-74,L-66,AE-75
P-73,L-72,Q-72,L-66,AE-75
Q-73,V-75,Q-74,L-66,AE-75
S-73,V-75,R-73,L-66,AE-75
U-73,V-75,V-74,L-66,AE-75
V-73,V-75,V-74,L-66,AE-75
W-73,V-75,V-74,L-66,AE-75
X-73,W-75,W-74,L-66,AE-75
Y-73,W-75,W-74,L-66,AE-75
Z-73,W-75,Y-71,L-66,AE-75
AA-73,W-75,Z-71,L-66,AE-75
AB-73,AG-71,AD-71,L-66,AE-75
AC-73,AG-71,AD-71,L-66,AE-75
AD-73,AG-71,AD-71,L-66,AE-75
AE-73,AG-71,AH-73,L-66,AE-75
AJ-73,AI-72,AI-73,L-66,AK-75
AK-73,AJ-72,AL-72,L-66,AK-75
AL-73,AK-71,AL-72,L-66,AK-75
AM-73,AK-71,AL-72,L-66,AK-75
AN-73,AQ-72,AL-72,BQ-70,AN-76
AO-73,AQ-73,AL-72,BQ-70,AN-76
AP-73,AQ-73,AL-72,BQ-70,AN-76
BD-73,BB-73,BB-76,BQ-70,BD-79
BE-73,BB-73,BB-76,BQ-70,BD-79
BF-73,BF-71,BB-76,BQ-70,BD-79
BG-73,BF-71,BL-74,BQ-70,BD-79
BH-73,BI-71,BL-74,BQ-70,BD-79
BI-73,BI-71,BL-74,BQ-70,BD-79
BJ-73,BI-71,BL-74,BQ-70,BL-80
BK-73,BI-71,BL-74,BQ-70,BL-80
BL-73,BI-71,BL-74,BQ-70,BL-80
BN-73,BP-74,BN-74,BQ-70,BL-80
BO-73,BP-74,BN-74,BQ-70,BL-80
BP-73,BP-74,BP-72,BQ-70,BL-80
BQ-73,BP-74,BP-72,BQ-70,BL-80
BR-73,BP-74,BP-72,BQ-70,BL-80
BS-73,BP-74,BR-76,BQ-70,BL-80
BT-73,BT-71,BR-76,BQ-70,BL-80
BU-73,BW-72,BT-77,BQ-70,BL-80
BV-73,BW-72,BT-77,BQ-70,BL-80
BW-73,BX-74,BT-77,BQ-70,BL-80
I-72,K-72,H-70,L-66,AE-75
J-72,K-72,L-71,L-66,AE-75
O-72,L-72,P-71,L-66,AE-75
P-72,L-72,Q-72,L-66,AE-75
S-72,V-75,R-73,L-66,AE-75
T-72,V-75,T-73,L-66,AE-75
U-72,V-75,T-73,L-66,AE-75
V-72,V-75,T-73,L-66,AE-75
W-72,V-75,V-74,L-66,AE-75
X-72,V-75,Y-71,L-66,AE-75
Y-72,W-75,Y-71,L-66,AE-75
Z-72,W-75,Y-71,L-66,AE-75
AA-72,W-75,Z-71,L-66,AE-75
AB-72,AG-71,Z-71,L-66,AE-75
AC-72,AG-71,AD-71,L-66,AE-75
AD-72,AG-71,AD-71,L-66,AE-75
AE-72,AG-71,AD-71,L-66,AE-75
AK-72,AJ-72,AL-72,L-66,AK-75
AM-72,AK-71,AL-72,L-66,AK-75
AN-72,AK-71,AL-72,L-66,AN-76
AO-72,AQ-72,AL-72,BQ-70,AN-76
AP-72,AQ-72,AL-72,BQ-70,AN-76
AR-72,AR-73,AV-75,BQ-70,AR-77
AT-72,AT-73,AV-75,BQ-70,AT-77
AV-72,AT-73,AV-75,BQ-70,AT-77
AX-72,AY-72,AV-75,BQ-70,AU-77
AZ-72,AZ-73,BB-76,BQ-70,AU-77
BB-72,BB-73,BB-76,BQ-70,BD-79
BC-72,BB-73,BB-76,BQ-70,BD-79
BD-72,BE-70,BB-76,BQ-70,BD-79
BE-72,BF-71,BB-76,BQ-70,BD-79
BF-72,BF-71,BB-76,BQ-70,BD-79
BG-72,BF-71,BL-74,BQ-70,BD-79
BH-72,BI-71,BL-74,BQ-70,BD-79
BI-72,BI-71,BL-74,BQ-70,BD-79
BJ-72,BI-71,BL-74,BQ-70,BL-80
BK-72,BI-71,BL-74,BQ-70,BL-80
BL-72,BI-71,BM-73,BQ-70,BL-80
BM-72,BP-74,BM-73,BQ-70,BL-80
BN-72,BP-74,BM-73,BQ-70,BL-80
BO-72,BP-74,BP-72,BQ-70,BL-80
BQ-72,BP-74,BP-72,BQ-70,BL-80
BR-72,BT-71,BP-72,BQ-70,BL-80
BS-72,BT-71,BP-72,BQ-70,BL-80
BT-72,BT-71,BP-72,BQ-70,BL-80
BU-72,BT-71,BR-76,BQ-70,BL-80
BV-72,BW-72,BP-72,BQ-70,BL-80
N-71,L-72,M-71,L-66,AE-75
O-71,L-72,P-71,L-66,AE-75
Q-71,L-72,Q-72,L-66,AE-75
R-71,V-75,R-72,L-66,AE-75
S-71,V-75,R-72,L-66,AE-75
T-71,V-75,T-73,L-66,AE-75
U-71,V-75,T-73,L-66,AE-75
V-71,V-75,T-73,L-66,AE-75
W-71,V-75,Y-71,L-66,AE-75
X-71,V-75,Y-71,L-66,AE-75
AA-71,AG-71,Z-71,L-66,AE-75
AB-71,AG-71,Z-71,L-66,AE-75
AC-71,AG-71,AD-71,L-66,AE-75
AE-71,AG-71,AD-71,L-66,AE-75
AF-71,AG-71,AD-71,L-66,AE-75
AM-71,AK-71,AL-72,L-66,AK-75
AN-71,AK-71,AL-71,L-66,AN-76
AO-71,AQ-72,AL-72,BQ-70,AN-76
AP-71,AQ-72,AL-71,BQ-70,AN-76
AQ-71,AQ-72,AL-72,BQ-70,AN-76
AR-71,AQ-72,AL-71,BQ-70,AO-76
AS-71,AS-72,AV-75,BQ-70,AR-77
AT-71,AS-72,AV-75,BQ-70,AT-77
AU-71,AT-73,AV-75,BQ-70,AT-77
AV-71,AT-73,AW-67,BQ-70,AT-77
AW-71,AY-72,AV-75,BQ-70,AT-77
AX-71,AY-72,AW-67,BQ-70,AT-77
AY-71,AY-72,AY-67,BQ-70,AU-77
AZ-71,AY-72,AY-67,BQ-70,AU-77
BA-71,BA-72,AY-67,BQ-70,AU-77
BB-71,BA-72,AY-67,BQ-70,BD-79
BC-71,BD-70,BB-76,BQ-70,BD-79
BD-71,BE-70,BB-76,BQ-70,BD-79
BE-71,BF-71,BB-76,BQ-70,BD-79
BG-71,BF-71,BL-74,BQ-70,BD-79
BJ-71,BI-71,BL-74,BQ-70,BL-80
BK-71,BI-71,BM-73,BQ-70,BL-80
BL-71,BI-71,BM-73,BQ-70,BL-80
BM-71,BI-71,BM-73,BQ-70,BL-80
BN-71,BP-74,BP-71,BQ-70,BL-80
BO-71,BP-74,BP-72,BQ-70,BL-80
BQ-71,BT-71,BP-72,BQ-70,BL-80
BR-71,BT-71,BP-71,BQ-70,BL-80
BS-71,BT-71,BP-72,BQ-70,BL-80
BU-71,BT-71,BP-72,BQ-70,BL-80
CB-71,CB-72,CA-66,BQ-70,BL-80
CC-71,CB-72,CA-66,BQ-70,BL-80
G-70,K-70,H-70,L-66,AE-75
Q-70,L-72,P-71,L-66,AE-75
R-70,L-72,P-70,L-66,AE-75
S-70,V-75,R-72,L-66,AE-75
T-70,V-75,R-72,L-66,AE-75
U-70,V-75,T-73,L-66,AE-75
V-70,V-75,Y-70,L-66,AE-75
W-70,V-75,Y-70,L-66,AE-75
X-70,V-75,Y-70,L-66,AE-75
Z-70,W-75,Z-71,L-66,AE-75
AA-70,AG-70,Z-71,L-66,AE-75
AB-70,AG-70,Z-71,L-66,AE-75
AC-70,AG-70,AD-71,L-66,AE-75
AD-70,AG-70,AD-71,L-66,AE-75
AE-70,AG-70,AD-71,L-66,AE-75
AF-70,AG-70,AE-68,L-66,AE-75
AH-70,AH-71,AH-73,L-66,AK-75
AJ-70,AJ-71,AL-71,L-66,AK-75
AL-70,AK-70,AL-71,L-66,AK-75
AM-70,AK-70,AL-71,L-66,AK-75
AN-70,AK-70,AL-71,L-66,AK-75
AO-70,AQ-72,AL-71,BQ-70,AN-76
AP-70,AQ-72,AL-71,BQ-70,AN-76
AQ-70,AQ-72,AL-71,BQ-70,AN-76
AR-70,AQ-72,AW-67,BQ-70,AN-76
AS-70,AS-72,AW-67,BQ-70,AR-77
AT-70,AS-72,AW-67,BQ-70,AT-77
AU-70,AT-73,AW-67,BQ-70,AT-77
AV-70,AT-73,AW-67,BQ-70,AT-77
AW-70,AY-72,AW-67,BQ-70,AT-77
AX-70,AY-72,AW-67,BQ-70,AT-77
AY-70,AY-72,AY-67,BQ-70,AU-77
AZ-70,AY-72,AY-67,BQ-70,AU-77
BA-70,BA-72,AY-67,BQ-70,AU-77
BB-70,BD-70,AY-67,BQ-70,BD-79
BC-70,BD-70,AY-67,BQ-70,BD-79
BH-70,BH-71,BL-74,BQ-70,BD-79
BJ-70,BI-70,BM-73,BQ-70,BL-80
BK-70,BI-70,BM-73,BQ-70,BL-80
BL-70,BJ-69,BP-70,BQ-70,BL-80
BM-70,BJ-69,BP-70,BQ-70,BL-80
BN-70,BJ-69,BP-70,BQ-70,BL-80
BO-70,BS-69,BP-71,BQ-70,BL-80
CA-70,BZ-71,CA-66,BQ-70,BL-80
CB-70,CA-71,CA-66,BQ-70,BL-80
CC-70,CD-71,CA-66,BQ-70,BL-80
CD-70,CD-71,CA-66,BQ-70,BL-80
G-69,K-70,H-70,L-66,AE-75
I-69,K-70,H-70,L-66,AE-75
J-69,K-70,H-69,L-66,AE-75
K-69,K-70,L-71,L-66,AE-75
L-69,K-70,M-68,L-66,AE-75
Q-69,L-72,P-70,L-66,AE-75
R-69,R-64,Q-68,L-66,AE-75
S-69,R-64,Q-68,L-66,AE-75
T-69,R-64,Q-68,L-66,AE-75
U-69,V-75,Q-68,L-66,AE-75
V-69,R-64,Y-70,L-66,AE-75
W-69,V-75,Y-70,L-66,AE-75
X-69,V-75,Y-70,L-66,AE-75
Y-69,V-75,Y-70,L-66,AE-75
Z-69,AG-70,Y-70,L-66,AE-75
AA-69,AG-70,Z-71,L-66,AE-75
AB-69,AG-70,AD-68,L-66,AE-75
AC-69,AG-70,AD-71,L-66,AE-75
AD-69,AG-70,AD-68,L-66,AE-75
AE-69,AG-70,AE-68,L-66,AE-75
AF-69,AG-70,AE-68,L-66,AE-75
AG-69,AG-70,AE-68,L-66,AE-75
AH-69,AG-70,AE-68,L-66,AK-75
AI-69,AI-70,AL-71,L-66,AK-75
AJ-69,AI-70,AL-71,L-66,AK-75
AK-69,AK-70,AL-71,L-66,AK-75
AL-69,AK-70,AL-71,L-66,AK-75
AM-69,AK-70,AL-71,L-66,AK-75
AN-69,AK-70,AL-71,L-66,AK-75
AO-69,AQ-72,AL-71,BQ-70,AN-76
AP-69,AQ-72,AL-71,BQ-70,AN-76
AQ-69,AQ-72,AL-71,BQ-70,AN-76
AR-69,AQ-72,AW-67,BQ-70,AN-76
AS-69,AS-72,AW-67,BQ-70,AR-77
AT-69,AS-72,AW-67,BQ-70,AT-77
AU-69,AS-72,AW-67,BQ-70,AT-77
AV-69,AY-72,AW-67,BQ-70,AT-77
AW-69,AY-72,AW-67,BQ-70,AT-77
AX-69,AZ-66,AW-67,BQ-70,AT-77
AY-69,AY-72,AY-67,BQ-70,AT-77
AZ-69,AZ-66,AY-67,BQ-70,AU-77
BA-69,BD-70,AY-67,BQ-70,AU-77
BB-69,BD-70,AY-67,BQ-70,BD-79
BC-69,BD-70,AY-67,BQ-70,BD-79
BD-69,BD-70,AY-67,BQ-70,BD-79
BF-69,BF-70,AY-67,BQ-70,BD-79
BG-69,BF-70,BL-74,BQ-70,BD-79
BH-69,BI-69,BL-74,BQ-70,BD-79
BK-69,BJ-69,BP-69,BQ-70,BL-80
BL-69,BJ-69,BP-69,BQ-70,BL-80
BM-69,BJ-69,BP-69,BQ-70,BL-80
BN-69,BJ-69,BP-69,BQ-70,BL-80
BO-69,BS-69,BP-70,BQ-70,BL-80
BQ-69,BS-69,BP-70,BQ-70,BL-80
BX-69,BX-70,BZ-66,BQ-70,BL-80
CA-69,BZ-70,CA-66,BQ-70,BL-80
CB-69,BZ-69,CA-66,BQ-70,BL-80
CC-69,CE-69,CA-66,BQ-70,BL-80
CD-69,CE-69,CA-66,BQ-70,BL-80
H-68,K-70,H-69,L-66,AE-75
I-68,K-70,H-69,L-66,AE-75
J-68,K-70,H-69,L-66,AE-75
K-68,K-70,M-68,L-66,AE-75
L-68,K-70,M-68,L-66,AE-75
R-68,R-64,Q-68,L-66,AE-75
S-68,R-64,Q-68,L-66,AE-75
T-68,R-64,Q-67,L-66,AE-75
U-68,R-64,Q-68,L-66,AE-75
V-68,S-63,Y-70,L-66,AE-75
W-68,S-63,Y-70,L-66,AE-75
X-68,T-63,Y-70,L-66,AE-75
Y-68,U-62,Y-70,L-66,AE-75
Z-68,AG-70,Y-70,L-66,AE-75
AA-68,AG-70,AD-68,L-66,AE-75
AB-68,AG-70,AD-68,L-66,AE-75
AC-68,AG-70,AD-68,L-66,AE-75
AF-68,AH-67,AE-68,L-66,AE-75
AG-68,AH-67,AE-68,L-66,AE-75
AH-68,AI-67,AE-68,L-66,AK-75
AI-68,AI-67,AE-68,L-66,AK-75
AJ-68,AI-67,AL-71,L-66,AK-75
AK-68,AJ-67,AL-71,L-66,AK-75
AL-68,AJ-67,AL-71,L-66,AK-75
AM-68,AK-70,AL-71,L-66,AK-75
AN-68,AL-65,AN-65,L-66,AK-75
AO-68,AK-70,AN-65,BQ-70,AN-76
AP-68,AQ-72,AN-65,BQ-70,AN-76
AQ-68,AQ-72,AN-65,BQ-70,AN-76
AR-68,AQ-72,AW-67,BQ-70,AN-76
AS-68,AS-72,AW-67,BQ-70,AR-77
AT-68,AS-72,AW-67,BQ-70,AT-77
AU-68,AS-72,AW-67,BQ-70,AT-77
AV-68,AZ-66,AW-67,BQ-70,AT-77
AW-68,AZ-66,AW-67,BQ-70,AT-77
AX-68,AZ-66,AW-67,BQ-70,AT-77
AY-68,AZ-66,AY-67,BQ-70,AT-77
AZ-68,AZ-66,AY-67,BQ-70,AT-77
BA-68,AZ-66,AY-67,BQ-70,AU-77
BB-68,BD-70,AY-67,BQ-70,BD-79
BC-68,BD-70,AY-67,BQ-70,BD-79
BD-68,BE-69,AY-67,BQ-70,BD-79
BE-68,BE-69,AY-67,BQ-70,BD-79
BF-68,BE-69,AY-67,BQ-70,BD-79
BG-68,BF-70,BM-64,BQ-70,BD-79
BH-68,BI-68,BM-64,BQ-70,BD-79
BK-68,BJ-69,BP-69,BQ-70,BL-80
